"CycNr"	"time.s.ch"	"time.s.dc"	"Qch.mAh"	"Qdc.mAh"	"Qch.mAh.g"	"Qdc.mAh.g"	"CE"	"Ewe.endCH"	"Ewe.endDC"	"Edrop.ch"	"Edrop.dc"
89	4623553.62381303	4643785.9161359	1.13000236214386	1.11986423844056	157.130273537351	155.720536527923	0.991028227866652	0.024944143	1.2000722	0.873658697	0.0598844999999999
90	4664796.08985591	4684946.36024232	1.12536733990644	1.11532677972016	156.485759564269	155.089589059328	0.991077970872058	0.024983516	1.2000327	0.872674414	0.0612623999999999
91	4705879.53802202	4725951.27046928	1.12105384588788	1.11100198718698	155.885955070275	154.48821347243	0.99103356298382	0.024944143	1.1999147	0.871493267	0.0614199999999998
92	4746819.9062991	4766835.26078997	1.11715720731028	1.10782836083529	155.344115596229	154.046911052672	0.991649477429009	0.024904773	1.2000722	0.869682147	0.0629948999999999
93	4787638.45267048	4807585.02321464	1.11341618638796	1.10403597470634	154.823915231587	153.519568199449	0.99157528712417	0.024983516	1.2000722	0.869839614	0.0629161
94	4828322.29914615	4848247.22170722	1.10933357270807	1.10278472910992	154.256215352579	153.345578684547	0.994096596588019	0.025022887	1.199954	0.868776593	0.0621285
95	4868985.81963768	4888853.55224298	1.10869442140962	1.09965836349512	154.167339415924	152.910848014339	0.991849821068811	0.024944143	1.2000327	0.870272737	0.0619711000000001
96	4909542.16421233	4929383.06083834	1.10551177803348	1.09818181374424	153.724783151426	152.705529269866	0.993369618999195	0.025022887	1.2000722	0.870115193	0.0621286999999999
97	4950045.34282802	4969834.24549443	1.10418775563117	1.0952483197011	153.540673799787	152.297617979712	0.991904061710085	0.024904773	1.2000327	0.869485277	0.0646088999999999
98	4990418.43954463	5010155.53425109	1.09971459641365	1.09241045116709	152.9186673731	151.90300370814	0.993358144676464	0.024983516	1.2000722	0.868107264	0.0634672999999999
99	5030714.24632102	5050394.89507132	1.098278736856	1.08924319130759	152.719006724049	151.462586568531	0.991772994190641	0.024983516	1.1999934	0.868304144	0.0613412000000002
100	5070897.75118447	5090504.56199193	1.09475606654872	1.08518465006917	152.229168678123	150.898234035899	0.991257032710744	0.025022887	1.2000327	0.867241063	0.0629947
101	5111048.30807342	5130617.28091025	1.09151623488015	1.08309691086889	151.77866020721	150.60792753513	0.992286579216859	0.025022887	1.1999934	0.865666243	0.0628766000000001
102	5150983.55912923	5167638.13222436	1.0869577440482	0.921278047453786	151.144788159383	128.106521233927	0.84757485053893	0.025022887	0.51807505	0.866729233	-0.61797865
